record_id,month,day,year,site_id,species_id,sex,hindfoot_length,weight
33198,11,18,2001,13,OT,F,20,20
33199,11,18,2001,13,PB,M,27,50
33200,11,18,2001,13,OT,F,21,18
33201,11,18,2001,13,PB,F,26,27
33202,11,18,2001,14,DM,F,36,36
33204,11,18,2001,14,DM,F,34,45
33205,11,18,2001,14,OT,F,20,23
33206,11,18,2001,14,DM,F,35,45
33207,11,18,2001,14,DM,M,35,41
33209,11,18,2001,15,OT,F,20,19
33210,11,18,2001,15,PB,M,27,38
33212,11,18,2001,15,PB,F,26,29
33213,11,18,2001,16,DM,M,36,55
33214,11,18,2001,16,OT,F,21,18
33215,11,18,2001,16,OT,M,21,25
33216,11,18,2001,16,PB,M,27,30
33217,11,18,2001,16,DO,F,34,46
33218,11,18,2001,16,PB,F,26,23
33220,12,15,2001,1,PB,M,28,40
33221,12,15,2001,1,DO,M,36,59
33222,12,15,2001,1,DO,M,34,46
33223,12,15,2001,1,DM,M,36,44
33224,12,15,2001,1,DO,M,35,41
33225,12,15,2001,1,NL,M,34,231
33226,12,15,2001,2,PP,M,21,17
33227,12,15,2001,2,OT,M,20,23
33228,12,15,2001,2,PE,F,20,20
33229,12,15,2001,2,OT,M,20,23
33230,12,15,2001,2,DO,M,35,45
33231,12,15,2001,2,PE,M,20,22
33232,12,15,2001,2,DM,F,36,45
33233,12,15,2001,2,DO,M,36,52
33234,12,15,2001,2,DM,M,37,48
33235,12,15,2001,2,PB,M,28,43
33236,12,15,2001,2,PB,F,27,34
33237,12,15,2001,2,NL,F,33,126
33238,12,15,2001,2,NL,F,32,198
33239,12,15,2001,12,DM,M,36,39
33240,12,15,2001,12,DO,F,37,52
33241,12,15,2001,12,DO,M,36,60
33242,12,15,2001,12,DM,F,36,46
33243,12,15,2001,12,DO,M,36,55
33244,12,15,2001,19,PB,M,28,51
33245,12,15,2001,19,PB,F,26,30
33246,12,15,2001,19,OT,F,20,22
33247,12,15,2001,19,PB,M,27,43
33248,12,15,2001,19,PB,F,27,27
33249,12,15,2001,19,PE,F,20,14
33250,12,15,2001,19,OT,F,20,21
33251,12,15,2001,19,PB,F,26,29
33252,12,15,2001,19,PB,F,27,29
33253,12,15,2001,19,OT,M,20,24
33254,12,15,2001,18,PB,M,28,50
33255,12,15,2001,18,PB,F,26,31
33256,12,15,2001,18,SH,M,27,50
33257,12,15,2001,18,PB,F,26,25
33258,12,15,2001,18,RM,M,11,16
33259,12,15,2001,18,RM,F,16,12
33260,12,15,2001,18,PB,M,26,32
33261,12,15,2001,18,PB,F,25,26
33262,12,15,2001,18,PB,F,26,28
33263,12,15,2001,18,PB,F,26,29
33264,12,15,2001,17,DM,F,34,46
33265,12,15,2001,17,DM,M,36,51
33266,12,15,2001,17,OT,M,20,22
33267,12,15,2001,17,OT,F,20,19
33268,12,15,2001,17,DM,F,36,46
33269,12,15,2001,17,DM,M,36,43
33270,12,15,2001,17,PB,M,27,45
33271,12,15,2001,17,PB,F,27,32
33272,12,15,2001,17,NL,F,32,156
33273,12,15,2001,22,PB,M,27,43
33274,12,15,2001,22,OT,F,21,24
33276,12,15,2001,22,DM,M,37,51
33277,12,15,2001,22,OT,M,20,22
33278,12,15,2001,22,PB,F,26,32
33279,12,15,2001,22,PP,M,21,14
33280,12,15,2001,22,PB,F,26,30
33281,12,15,2001,21,PB,M,27,35
33282,12,15,2001,21,PB,F,26,30
33283,12,15,2001,21,PB,F,27,30
33284,12,15,2001,21,PB,F,25,27
33285,12,15,2001,21,PB,M,27,35
33286,12,15,2001,21,PB,F,26,29
33287,12,15,2001,21,PB,F,26,29
33288,12,15,2001,21,PB,F,26,30
33289,12,15,2001,21,PB,M,27,31
33290,12,15,2001,23,RM,M,16,9
33291,12,15,2001,23,PE,M,20,18
33292,12,15,2001,23,RM,F,16,8
33293,12,15,2001,20,PE,F,20,22
33294,12,15,2001,20,SH,M,25,43
33295,12,15,2001,20,PB,F,27,33
33296,12,15,2001,20,PB,M,25,35
33297,12,15,2001,20,RM,M,16,11
33298,12,15,2001,20,RM,F,16,8
33299,12,15,2001,20,PB,F,25,28
33300,12,15,2001,20,PB,F,26,30
33301,12,15,2001,20,PB,F,27,31
33302,12,15,2001,24,PE,M,20,24
33303,12,15,2001,24,PE,M,20,23
33304,12,15,2001,24,RM,M,16,10
33305,12,15,2001,7,PB,M,29,44
33306,12,15,2001,7,OT,M,19,21
33307,12,15,2001,7,OT,M,20,19
33308,12,15,2001,7,PP,M,24,16
